As_diam_km,As_dist_km,As_velocity_kmh,As_velocity_angle,As_dist_relative_flag,Coordinate_flag,Sc_diam_m,Sc_velocity_kmh,Relative_velocity,Estimated_time,New_theta,Final_Angle
32.6244065,130225.42,13759.40423,18,1,1,3,57055,70269.72596,1.853222255,0.030222342,17.96977766
311.560661,282169.64,41095.46279,29,1,1,4,60765,98738.86328,2.857736363,0.086374308,28.91362569
108.029562,625254.04,103592.8996,60,0,1,7,55428,139805.9343,4.472299714,0.009900042,59.99009996
29.753812,125334.09,9492.490475,22,1,1,3,59714,68607.4989,1.826827854,0.029052827,21.97094717
985.2413185,621684.72,77158.88415,13,1,1,5,62014,138288.8887,4.495550769,0.090802418,12.90919758
284.1467005,579361.88,80688.22264,0,0,1,4,57617,138305.2226,4.189009417,0.028100989,-0.028100989
28.41467,169641.36,69468.18585,-40,1,2,7,56242,118215.5159,1.435017719,0.026099334,-39.97390067
28.41467,9907.1925,35724.58765,81,1,1,6,60124,74586.55584,0.132828127,4.827947024,76.17205298
113.1208385,206479.92,17400.14809,-40,0,2,5,55109,69346.19212,2.977523548,0.041133685,-39.95886632
12.4034535,422465.92,53806.4574,-78,1,2,6,58641,87441.0343,4.831437818,0.001682999,-77.998317
621.645246,619567.64,137945.4995,19,1,1,7,63767,199322.4896,3.108367959,0.072159778,18.92784022
326.2440625,568166.24,130657.4542,-1,0,2,5,56758,187409.4275,3.031684411,0.042340764,-0.957659236
118.45206,50316.88,32257.60369,-88,1,2,7,63720,72417.26349,0.694818854,0.757446246,-87.24255375
1424.106986,552789.44,89007.67781,-44,0,2,3,58875,137578.2829,4.017999267,0.147606873,-43.85239313
898.5507625,532627.36,78159.90249,-38,1,2,7,63183,133731.2619,3.982818622,0.096659672,-37.90334033
898.5507625,505266.84,72315.43748,-49,0,2,5,60765,121192.7362,4.169118184,0.101893628,-48.89810637
49.379037,627390.36,61688.41983,60,0,1,7,61304,106514.7335,5.890174435,0.004510131,59.99548987
471.5661435,453982.28,76551.77795,-41,1,2,5,61178,129119.952,3.515973116,0.066043732,-40.93395627
471.5661435,665764.92,52761.63848,71,0,1,5,60503,92320.01511,7.211490587,0.040583463,70.95941654
1184.520597,235644.86,80612.39204,48,0,1,5,61392,129962.8071,1.813171516,0.619749842,47.38025016
898.5507625,499135.04,89106.34118,51,0,1,4,56230,131939.7935,3.783051549,0.106378305,50.8936217
215.547315,718133.44,7743.894527,87,1,1,6,62357,63236.91925,11.35623697,0.017197778,86.98280222
1360.011613,386669.6,70813.31678,-48,0,2,3,64307,123466.9156,3.131766905,0.251063136,-47.74893686
517.0619945,518665.56,15476.12929,33,1,1,4,62421,75870.03918,6.836236881,0.0571191,32.9428809
517.0619945,669359.36,40140.44655,-39,1,2,4,62173,96724.91457,6.920237283,0.044259798,-38.9557402
247.48143,741959.52,82688.16437,82,1,1,5,57965,107384.3215,6.909384065,0.019111464,81.98088854
34.1619475,281942.06,11515.59493,-11,1,2,7,63552,74888.26288,3.764836426,0.007196055,-10.99280395
163.5093595,446745.24,52605.82991,-87,1,2,6,60226,82013.23077,5.447233767,0.020971109,-86.97902889
1360.011613,386669.6,70813.31666,63,0,1,5,55115,107684.3826,3.590767675,0.218970551,62.78102945
621.645246,453598.76,67673.77583,-25,0,2,7,62293,126891.3888,3.574700885,0.085704727,-24.91429527
1424.106986,382022.56,138774.6114,70,0,1,5,55394,166088.2229,2.300118295,0.362304554,69.63769545
56.69472,600802.36,59917.02121,79,0,1,6,62320,94333.47436,6.36892009,0.005407291,78.99459271
493.790371,704871.92,24946.62208,-15,1,2,6,64991,89321.25473,7.891424299,0.040138438,-14.95986156
179.2844475,697159.04,27577.04661,-68,0,2,5,60171,74994.93986,9.296081059,0.014734848,-67.98526515
471.5661435,704871.76,24946.61361,55,1,1,3,63884,80818.96085,8.721613747,0.038331698,54.9616683
593.6666015,466709.48,73830.11557,-38,0,2,6,60376,126969.9527,3.67574745,0.077361263,-37.92263874
430.073434,333856.26,36572.97697,-41,1,2,7,57912,88816.40427,3.758948167,0.076611269,-40.92338873
297.5381215,701853.2,44317.13362,66,1,1,4,63728,91228.89879,7.693320969,0.024289857,65.97571014
7.1374425,88303.57,23313.28597,-83,0,2,6,57366,64500.7049,1.369032635,0.013209437,-82.98679056
27.135799,270783.98,30735.40363,-22,0,2,4,63143,92360.82695,2.931805495,0.007642181,-21.99235782
24.7481435,722048,84471.51753,-70,1,2,4,62006,120677.285,5.983296692,0.001964127,-69.99803587
78.2605,89126.48,29323.57195,50,1,1,6,56828,78940.33147,1.12903605,0.173872214,49.82612779
41.071694,42749.7,48456.86063,-49,0,2,3,55537,94675.92342,0.451537186,0.475681846,-48.52431815
450.3421705,678020.96,125606.308,35,0,1,7,61782,179742.9891,3.772169158,0.039362613,34.96063739
25.914487,254150.92,16757.20251,39,0,1,4,63158,76907.2417,3.304642247,0.006898622,38.99310138
113.1208385,356912.84,24028.37193,28,1,1,4,59159,81162.55389,4.397506275,0.018160115,27.98183989
17.9284445,525859.68,68572.18854,24,0,1,3,62065,127789.6145,4.115042385,0.001953746,23.99804625
517.0619945,299401.14,44689.53646,74,1,1,3,55541,80313.61755,3.727900064,0.103561006,73.89643899
940.898155,623979.04,49909.55446,57,1,1,7,61569,98127.09953,6.358886006,0.086396994,56.91360301
31.156066,265283.52,9958.485558,6,0,1,3,58730,68641.82529,3.864750374,0.006793937,5.993206063
374.578302,178552.7,54715.13572,67,0,1,3,59537,95310.40019,1.873381075,0.250335464,66.74966454
46.7027675,356340.8,15237.05581,-42,1,2,4,55360,67458.2655,5.282389006,0.00750995,-41.99249005
98.524132,34082.86,47533.62153,-17,1,2,5,64634,110964.3482,0.307151446,2.103995932,-14.89600407
156.150226,82471.035,52146.62326,-66,0,2,6,61132,95129.40739,0.866935233,0.488247513,-65.51175249
1298.801008,723392.32,43685.96109,89,0,1,5,61355,75937.18728,9.526193239,0.102871052,88.89712895
593.6666015,361146.28,62178.61165,-45,1,2,3,62050,114772.2822,3.146633255,0.116784276,-44.88321572
297.5381215,684068.4,55739.11201,90,0,1,3,63062,84164.50827,8.127753778,0.024921275,89.97507873
782.6049975,743242.72,26422.83964,16,1,1,6,56400,82122.85549,9.050375996,0.060330659,15.93966934
782.6049975,743243.04,26422.86744,10,1,1,4,63464,89602.99746,8.29484572,0.060330479,9.939669521
196.5814875,432185.4,31408.80798,4,1,1,6,58989,90347.86748,4.783570571,0.02606205,3.97393795
179.2844475,81787.605,44123.01042,38,0,1,5,63752,102197.8277,0.800287118,0.612336638,37.38766336
1184.520597,237042.5,48805.7516,-31,0,2,4,58864,103788.664,2.283895859,0.489114346,-30.51088565
124.034533,317654.42,33035.78526,-65,1,2,5,58270,78190.99861,4.06254461,0.022373195,-64.97762681
196.5814875,213199.36,21036.5787,-88,1,2,3,56538,61009.0128,3.494555152,0.058984823,-87.94101518
171.215318,65520.065,61635.71458,82,1,1,4,57054,89626.68396,0.731033015,0.799116846,81.20088315
205.846088,563200.92,52781.2318,-16,0,2,5,59526,111218.2269,5.063926441,0.020941732,-15.97905827
747.3819705,610300.36,101149.8381,-37,1,2,6,60941,154243.1489,3.956742094,0.070165765,-36.92983423
47.1566145,261614.2,18311.01716,80,0,1,5,63724,69291.30331,3.77557049,0.010673666,79.98932633
187.733863,158145.03,25621.58868,13,1,1,4,61946,87101.80957,1.815634265,0.146162777,12.85383722
341.619472,574992.12,86935.67746,-80,1,2,3,62925,115832.7552,4.963985524,0.034041393,-79.96595861
247.48143,333354.26,87176.62625,64,0,1,5,61862,127101.82,2.622733962,0.063279054,63.93672095
650.942484,298791.56,44477.43681,-10,0,2,6,64271,108348.3508,2.757693661,0.176604232,-9.823395768
225.705747,541847.04,57557.22289,-44,1,2,7,55053,104414.5947,5.189380292,0.023867238,-43.97613276
54.1430375,540926.76,61274.38729,-43,1,2,7,59182,112077.3625,4.826369465,0.005735656,-42.99426434
196.5814875,257221.42,20257.89144,-3,1,2,3,56158,76395.48589,3.366971451,0.050742459,-2.949257541
205.846088,420894.04,26222.76273,55,1,1,5,57090,75261.2465,5.59244046,0.028022261,54.97197774
593.6666015,279163.58,54520.41253,25,1,1,6,64106,115833.0745,2.41005068,0.197256311,24.80274369
17.121532,187438.08,31720.31137,66,0,1,4,65000,83116.86856,2.255114795,0.009057043,65.99094296
179.2844475,567636.24,121135.3169,-45,1,2,7,55141,164804.6304,3.444297885,0.020500176,-44.97949982
205.846088,253425.54,76490.69422,-86,0,2,6,57966,99143.65475,2.556144825,0.071037599,-85.9289624
62.1645245,39075.1175,29934.37339,43,0,1,6,62118,86455.55809,0.451967674,0.786947389,42.21305261
136.001161,54860.72,36917.55105,-89,1,2,6,57442,68822.29808,0.797135834,0.695243238,-88.30475676
1965.814875,68467.245,28215.00862,-13,0,2,6,59370,87093.43857,0.786135513,8.164554792,-4.835445208
566.9472025,89560.02,76332.74922,34,0,1,4,60568,130999.9483,0.683664545,2.069937703,31.9300623
62.1645245,62692.99,21124.40374,-20,1,2,3,58491,78673.89926,0.796871524,0.278179497,-19.7218205
297.5381215,329991.34,30543.80284,-7,1,2,5,63736,94125.76596,3.505855561,0.057493955,-6.942506045
163.5093595,66653.495,55818.21269,50,0,1,5,60251,105211.1112,0.633521443,0.865646317,49.13435368
142.4106985,309969.42,24980.50828,58,0,1,5,60740,76951.17561,4.028131052,0.026324601,57.9736754
236.3429305,98417.06,83492.33053,6,0,1,4,59146,142448.5485,0.690895492,0.7770269,5.2229731
34.1619475,29657.545,42668.22302,-44,1,2,7,63379,98630.88757,0.300692265,0.856530793,-43.14346921
21.5547315,631527.6,22359.98171,48,1,1,4,64016,80706.87439,7.824954253,0.001955932,47.99804407
236.3429305,160313.24,24825.85091,24,0,1,3,57693,81004.36352,1.979069189,0.166527742,23.83347226
341.619472,714067.12,81476.31809,-56,1,2,3,63874,128602.4969,5.552513653,0.027411335,-55.97258867
94.0898155,104554.98,24845.73517,-43,1,2,6,64456,84346.60083,1.239587357,0.162299538,-42.83770046
47.1566145,348570.2,24389.88879,25,0,1,3,59826,82576.59496,4.221174295,0.007751804,24.9922482
392.2316335,526419.04,41842.73201,70,0,1,5,61354,85271.38292,6.173454939,0.042691297,69.9573087
940.898155,147218.72,66791.21196,-89,1,2,4,57079,88612.34955,1.661379263,0.859966383,-88.14003362
215.547315,385327.52,25879.02223,40,0,1,4,58570,80139.93022,4.808183872,0.032051137,39.96794886
71.374424,582499.64,30389.81775,72,0,1,7,56791,72217.75318,8.06587874,0.007021216,71.99297878
297.5381215,543060.52,89298.34004,60,0,1,4,63611,133044.7653,4.081787953,0.031392291,59.96860771
5.669472,90086.34,51284.41996,37,1,1,5,63635,109051.2424,0.826091826,0.017045393,36.98295461
8.581093,461646.8,29872.35766,-59,1,2,7,62058,81566.70656,5.659745495,0.001065883,-58.99893412
341.619472,738894.24,44230.96445,87,1,1,4,63728,79452.37723,9.299838038,0.026490381,86.97350962
1031.674312,458359.28,118911.1912,55,1,1,7,64599,164696.1065,2.783060812,0.180794691,54.81920531
297.5381215,637119.76,59287.37135,74,0,1,6,64957,99284.61467,6.417104625,0.026757965,73.97324203
179.2844475,428821.4,22579.09537,71,1,1,4,57209,67998.35207,6.306349889,0.023955136,70.97604486
392.2316335,199699.66,44580.79014,73,0,1,4,62237,86506.0995,2.308503807,0.190198882,72.80980112
297.5381215,398962.68,61490.66114,-4,1,2,3,55503,116922.5785,3.412195361,0.048859573,-3.951140427
51.7061995,697969.36,51945.34414,-1,1,2,6,57122,109063.2005,6.399677953,0.004245017,-0.995754983
85.8109315,221317.98,31806.89741,60,1,1,5,63185,83748.08512,2.642663169,0.032800332,59.96719967
56.69472,110711.79,22079.24213,-4,0,2,6,63621,85660.30543,1.292451497,0.088582775,-3.911417225
78.2605,180500.48,25205.18272,-70,1,2,4,62798,75243.69071,2.398878608,0.040406108,-69.95959389
713.7442405,539653.68,65918.47942,-46,1,2,6,55325,111681.942,4.832058525,0.07577988,-45.92422012
103.167431,458347.2,34782.74286,84,1,1,7,57868,70564.4105,6.495444329,0.012897344,83.98710266
747.3819705,539655.44,65918.68093,-69,1,2,7,56173,100770.2535,5.355304975,0.079351093,-68.92064891
74.738197,284937.12,30270.63061,-1,0,2,3,58719,88986.58845,3.202023192,0.018312826,-0.981687174
271.357992,170072.88,88744.69914,-20,1,2,6,61055,147602.2425,1.152237778,0.309559315,-19.69044068
179.2844475,446021.96,8048.416394,24,1,1,5,64598,72025.02604,6.192596998,0.02303145,23.97696855
205.846088,739240.08,71612.90811,38,1,1,3,55175,119999.7164,6.160348561,0.015954611,37.98404539
51.7061995,186266.5,16965.90842,-1,0,2,3,62961,79924.8729,2.330519815,0.026628647,-0.973371353
108.029562,593423.2,85830.85409,43,1,1,6,57668,133912.2375,4.431433685,0.010430977,42.98956902
24.7481435,43779.15,38169.41032,-74,1,2,6,60319,79777.86553,0.548763115,0.230337421,-73.76966258
374.578302,495391.12,15761.36205,-7,0,2,7,61019,76686.93911,6.459915153,0.043323676,-6.956676324
247.48143,684068.72,55523.27577,3,0,1,4,63409,118891.6999,5.753713008,0.02072873,2.97927127
621.645246,432165.96,62732.668,-26,1,2,6,57279,116942.212,3.695551442,0.087013339,-25.91298666
259.1448705,314968.22,77419.44528,1,1,1,4,58049,135463.3925,2.325116876,0.079105491,0.920894509
136.001161,358905.28,66534.77891,-65,1,2,6,62216,108612.0967,3.304468755,0.025635932,-64.97436407
14.24107,355220.72,28291.60143,72,1,1,6,64168,77717.02134,4.57069396,0.002298,71.997702
163.5093595,709610.08,93283.47849,-83,1,2,5,55794,114382.4917,6.20383478,0.013202583,-82.98679742
713.0871605,533771.64,20881.8335,67,0,1,4,57551,68463.9086,7.796394494,0.07654421,66.92345579
215.547315,573983.2,59836.69005,-51,1,2,4,63589,111413.9232,5.151808529,0.021516632,-50.97848337
1.6350935,855.4017969,65288.93083,1,0,1,7,55970,121254.3409,0.007054608,60.83082337,-59.83082337
68.162046,247334.84,52092.19766,-63,0,2,5,63753,98962.00142,2.499291005,0.024651377,-62.97534862
136.001161,536780.48,15802.26478,-34,1,2,3,60629,74257.31214,7.228654856,0.014517047,-33.98548295
284.1467005,94832.81,18127.10403,62,1,1,3,62830,73113.52466,1.297062485,0.51641223,61.48358777
34.1619475,647061.44,60496.3423,-61,1,2,7,63628,106960.963,6.049510232,0.003025582,-60.99697442
34.1619475,647061.08,60496.30095,-63,0,2,4,60704,103340.3015,6.261459185,0.003025318,-62.99697468
819.488035,406195.56,57871.52991,-21,1,2,3,60039,115936.78,3.50359532,0.128725306,-20.87127469
430.073434,280322.16,47386.65365,88,1,1,7,59317,77202.29806,3.631007976,0.094456943,87.90554306
24.7481435,64605.53,14377.79332,-13,0,2,5,60235,74314.70582,0.869350545,0.098522306,-12.90147769
12.4034535,563273.28,64938.09533,-41,0,2,7,61490,118427.8374,4.756257418,0.001262383,-40.99873762
35.77195,119745.81,14685.55561,-38,1,2,3,62543,74664.81491,1.603778301,0.041643115,-37.95835688
35.77195,83461.895,36717.61539,42,1,1,7,60497,91156.8636,0.915585417,0.104666889,41.89533311
89.855076,88624.57,27239.93061,-45,0,2,6,55910,77600.04693,1.14206851,0.198469671,-44.80153033
9.4089815,267082.42,58883.74107,63,0,1,5,59756,101158.035,2.64024919,0.002984365,62.99701563
2841.467002,679769.04,126807.6672,6,1,1,7,62900,189477.2019,3.587603327,0.26046341,5.73953659
297.5381215,418575.56,34801.33055,-55,1,2,3,56144,81269.22646,5.150480424,0.040728266,-54.95927173
37.45783,255060.56,18064.5945,28,1,1,7,57413,73851.65675,3.45368772,0.009507498,27.9904925
108.029562,245406.7,47271.89401,-30,1,2,4,57932,101656.6064,2.414075275,0.040765268,-29.95923473
78.2605,343952.24,21372.65295,76,1,1,3,60950,69296.30794,4.963500224,0.013037187,75.98696281
56.69472,21915.1,38206.53866,67,1,1,3,58190,81136.87608,0.270100367,2.14124222,64.85875778
225.705747,119774.31,50256.61517,-73,1,2,4,55222,84841.13368,1.411748109,0.298399613,-72.70160039
819.488035,148738.67,48332.72574,-43,0,2,3,62622,103366.9773,1.438937985,0.855947385,-42.14405261
430.073434,111402.47,131218.8411,-1,1,2,3,58946,190158.6461,0.585839625,1.473129466,0.473129466
37.45783,179961.36,25567.33493,23,0,1,5,60391,84518.3321,2.129258299,0.021855553,22.97814445
311.560661,520068.76,58667.01738,48,1,1,6,55018,103867.0358,5.007062693,0.034325194,47.96567481
297.5381215,319148,32113.82018,-15,1,2,7,62031,93421.04736,3.416232306,0.061007348,-14.93899265
118.45206,247855.88,27851.42333,85,1,1,7,55105,63873.21682,3.880435218,0.027533248,84.97246675
27.135799,617385.08,50759.09978,60,1,1,7,64260,99837.93649,6.183872601,0.00251896,59.99748104
17.9284445,340216.6,38422.80626,44,0,1,3,57845,89553.99599,3.799010823,0.003101402,43.9968986
49.379037,403582.44,48070.90581,24,0,1,5,60572,106300.5776,3.796615683,0.007204876,23.99279512
1561.502259,471344.84,60158.65452,15,1,1,3,56666,115826.1006,4.069418185,0.189813668,14.81018633
410.716941,698348.16,32195.97546,-57,1,2,6,56587,78887.23872,8.852485793,0.033697661,-56.96630234
225.705747,356545.8,37375.40085,-48,1,2,6,63509,92773.43349,3.843188579,0.036822729,-47.96317727
23.634293,718049.12,55162.10609,9,0,1,3,62826,117625.9251,6.104514116,0.001886107,8.998113893
31.156066,409744.64,19438.11453,78,0,1,5,63863,70516.07164,5.810656074,0.004357344,77.99564266
284.1467005,70413.585,51952.01739,-47,1,2,5,57382,100289.2377,0.702105097,1.284873911,-45.71512609
68.162046,139705.46,28413.10218,46,0,1,3,59755,82077.89584,1.702108205,0.064081109,45.93591889
985.2413185,686142.16,57284.87615,38,0,1,6,58099,109097.9202,6.289232267,0.082272358,37.91772764
357.7195015,277157.4,27614.74238,60,1,1,5,60792,78338.98569,3.537924286,0.081553482,59.91844652
430.073434,308877.34,92607.05961,68,1,1,4,61345,128823.6845,2.397675094,0.129819254,67.87018075
98.524132,316916.4,52959.01998,18,1,1,5,62079,113630.6677,2.789004117,0.024919517,17.97508048
62.1645245,393464.64,70424.15769,-36,0,2,6,55989,120308.781,3.270456542,0.010800386,-35.98919961
215.547315,527798,62333.52971,35,0,1,6,56493,113340.4837,4.656747374,0.023399671,34.97660033
49.379037,281722.98,50779.18135,-3,1,2,3,55735,106477.7606,2.645838702,0.014809902,-2.985190098
297.5381215,518232.16,45605.15982,19,1,1,3,55493,99725.01352,5.196611579,0.032896176,18.96710382
65.0942485,452567.72,39861.75298,72,0,1,3,62633,83993.2944,5.38814108,0.008241416,71.99175858
142.4106985,408937.2,51937.93441,10,0,1,7,55124,106654.8929,3.834209466,0.020304876,9.979695124
98.524132,326170.14,68082.47707,88,1,1,4,57747,90798.4501,3.592243476,0.018798323,87.98120168
94.0898155,462546.52,76604.90973,-64,0,2,3,55460,112556.5222,4.109459947,0.01165531,-63.98834469
430.073434,312345.7,53898.17456,-68,0,2,3,63682,97631.79501,3.199221114,0.096213207,-67.90378679
124.034533,27516.675,28294.21642,-27,1,2,7,62339,88486.65044,0.310969789,3.240572974,-23.75942703
34.1619475,710382.24,17909.6503,-55,1,2,4,58065,69894.57364,10.16362506,0.002755651,-54.99724435
284.1467005,587409.56,60410.82155,3,0,1,6,63784,124152.2945,4.731362899,0.027716192,2.972283808
430.073434,569552.36,86004.74582,-71,1,2,3,61639,121028.9912,4.705916774,0.043264808,-70.95673519
25.914487,214777.4,35306.03095,-30,0,2,3,61949,94193.8943,2.280162654,0.011830615,-29.98816939
392.2316335,639635.92,66200.63402,-56,0,2,3,64531,115431.843,5.541243244,0.03513467,-55.96486533
35.77195,323429,71710.86631,43,1,1,6,61890,124356.6937,2.600816976,0.009508139,42.99049186
14.912231,9203.569375,24980.75568,74,1,1,4,56219,67519.03819,0.13631073,2.657918138,71.34208186
236.3429305,402356.4,29998.89758,32,1,1,4,58075,85015.02504,4.732768117,0.033655949,31.96634405
71.374424,693136.64,97958.29288,19,1,1,6,62797,158656.8015,4.368779867,0.005900422,18.99409958
225.705747,404720.04,24565.20223,51,1,1,6,63557,81289.88485,4.978725714,0.03195378,50.96804622
43.0073435,670130.88,78084.87887,-81,0,2,6,56638,103386.6361,6.481794023,0.003677616,-80.99632238
156.150226,491487.36,87182.04201,-49,0,2,7,63096,137111.4973,3.584581669,0.019814362,-48.98018564
18.7733865,29640.925,34715.76743,-14,0,2,6,58038,92106.25944,0.321812276,0.440104566,-13.55989543
113.1208385,369594.8,36734.8446,-22,0,2,5,58802,93876.04027,3.937051445,0.017537139,-21.98246286
985.2413185,563838.76,61435.48027,-41,0,2,7,55959,109976.8694,5.12688498,0.100118322,-40.89988168
54.1430375,142563.04,18424.33257,-25,0,2,6,56280,73392.33186,1.942478681,0.043711566,-24.95628843
118.45206,281992.22,46065.11711,-46,0,2,3,61276,98986.6065,2.84879167,0.032962841,-45.96703716
23.634293,11031.7725,49543.1484,-37,0,2,4,56686,100765.1067,0.109480086,4.375266591,-32.62473341
98.524132,737249.04,79390.82727,-51,0,2,4,56691,123213.6138,5.983503098,0.007657179,-50.99234282
15.6366105,496902.32,32490.32655,-28,0,2,5,57926,87946.11267,5.650077132,0.001803571,-27.99819643
311.560661,583630.24,44146.09083,72,0,1,4,63993,88260.7082,6.612571459,0.03058674,71.96941326
113.1208385,390926.44,39332.96471,8,0,1,4,60999,100098.9713,3.905399176,0.016580045,7.983419955
179.2844475,652370.6,65085.91738,30,1,1,6,58689,119568.8526,5.456024592,0.015746555,29.98425344
37.45783,150320.11,16142.70427,74,1,1,3,62424,68650.25774,2.189651065,0.025442175,73.97455783
94.0898155,270953.34,44290.32012,43,1,1,7,63825,100846.8531,2.686780317,0.028894627,42.97110537
39.2231635,460409.92,8034.636422,-42,0,2,4,64036,70213.03005,6.557328742,0.004881632,-41.99511837
187.733863,248655.22,44721.03901,-35,0,2,5,64665,104495.5606,2.379576879,0.070929304,-34.9290707
471.5661435,327074.32,33803.42149,-20,0,2,4,55877,88401.11294,3.699889166,0.087112399,-19.9128876
1080.295624,584419.92,136572.3083,-89,0,2,5,55424,148283.5901,3.941231256,0.105911326,-88.89408867
129.880101,155666.39,19515.29973,12,0,1,4,60307,79499.45255,1.958081282,0.095257517,11.90474248
54.1430375,299422.6,22302.26043,57,1,1,4,57856,72458.43207,4.132336175,0.010361268,56.98963873
142.4106985,731496.88,71501.20802,-29,1,2,6,61201,128501.2116,5.692529052,0.011155042,-28.98884496
32.6244065,288455.92,50714.23635,-7,1,2,5,63027,113531.5744,2.540755041,0.009952582,-6.990047418
341.619472,708369.28,52680.34439,30,1,1,4,61209,110030.8029,6.437917939,0.027631901,29.9723681
11.3120835,6160.445625,38417.25184,51,0,1,4,55800,85367.74361,0.072163623,5.690291602,45.3097084
215.547315,420999.16,37744.94005,54,1,1,4,59227,86951.30183,4.841780987,0.029335415,53.97066459
45.034217,157406.99,42394.10613,-48,1,2,4,58406,92315.49019,1.70509835,0.037512549,-47.96248745
171.215318,497006.8,31917.9392,-8,0,2,7,59229,90944.8664,5.464924186,0.019738804,-7.980261196
31.156066,58741.665,24079.36774,-42,0,2,6,61938,81442.16117,0.721268495,0.164418947,-41.83558105
34.1619475,24297.05,47956.43692,18,0,1,7,64013,110619.4283,0.219645413,1.431280487,16.56871951
819.488035,169049.5,35594.96337,-89,0,2,6,61443,71544.27044,2.362865663,0.458629207,-88.54137079
89.855076,406393.64,53284.63413,-47,0,2,3,60266,104169.9566,3.901255729,0.012669942,-46.98733006
37.45783,87800.18,29387.39802,4,1,1,3,57944,87283.88795,1.00591509,0.094817718,3.905182282
1080.295624,525587.68,50930.1105,-54,0,2,5,56692,95927.67483,5.478999475,0.117766627,-53.88223337
27.135799,496410.16,91406.00129,27,0,1,4,59046,146489.9127,3.388698587,0.003606632,26.99639337
156.150226,318342.3,28621.2205,-86,0,2,3,64450,72321.00387,4.401795924,0.028104729,-85.97189527
1080.295624,704630.72,98434.51144,-52,1,2,3,58236,141912.8609,4.965235115,0.087842571,-51.91215743
74.738197,423724.64,47474.09137,-25,1,2,7,56940,101959.647,4.155807246,0.010107002,-24.989893
205.846088,528725.56,64639.78772,79,1,1,5,55458,92854.25976,5.694144365,0.02230723,78.97769277
1031.674312,704630.24,98434.4493,-56,1,2,3,60360,141342.0088,4.985285311,0.083889072,-55.91611093
124.034533,123452.91,45913.8057,-46,0,2,7,61465,99029.30643,1.246630058,0.180176038,-45.81982396
1561.502259,734273.84,107646.5479,50,0,1,7,62633,155493.7649,4.722207609,0.121845444,49.87815456
171.215318,351385.16,29000.62442,-88,1,2,3,60292,67810.06868,5.181902435,0.02791834,-87.97208166
517.0619945,587265.68,46707.03217,-35,1,2,7,58982,100864.983,5.822294938,0.050447153,-34.94955285
7.1374425,342254.04,60534.13664,-63,1,2,5,60655,103330.7447,3.312218847,0.001408471,-62.99859153
621.645246,577070.12,26462.89537,42,0,1,6,61757,83325.92049,6.925457488,0.061722145,41.93827786
782.6049975,433486.68,40403.87402,-8,1,2,6,55516,95692.0247,4.530018895,0.103441063,-7.896558937
236.3429305,154734.7,43850.84014,26,1,1,5,57547,98847.04707,1.565395271,0.218126737,25.78187326
782.6049975,433486.76,40403.88745,-8,0,2,6,58245,98416.45295,4.404616779,0.103441044,-7.896558956
3115.606612,382421.72,45759.57016,-43,0,2,3,61520,99981.79001,3.824913716,0.476154262,-42.52384574
681.6204585,461042.96,81646.97977,77,0,1,5,63043,113826.2581,4.050409526,0.08470854,76.91529146
179.2844475,435471.36,26455.06433,-47,0,2,4,63805,84103.0778,5.177829057,0.023589324,-46.97641068
271.357992,274308.5,67883.82928,-75,0,2,7,58378,100337.2545,2.733864918,0.080892142,-74.91910786
136.001161,185687.18,46006.07277,-81,0,2,7,56306,78085.75834,2.377990353,0.068856001,-80.931144
47.1566145,243153.42,35341.90348,8,1,1,7,62225,97347.29941,2.497793174,0.017359574,7.982640426
566.9472025,478182.04,54937.95287,24,0,1,5,57494,109976.329,4.348045116,0.067932246,23.93206775
34.1619475,539372.64,54056.24262,-57,1,2,6,64996,104755.2864,5.1488823,0.00362955,-56.99637045
21.298186,568005.28,78295.20133,20,0,1,3,60664,136882.3426,4.149587663,0.002148692,19.99785131
271.357992,326746.4,85712.15968,-79,1,2,4,57578,112005.074,2.91724641,0.06364055,-78.93635945
187.733863,271543.92,35845.44263,78,0,1,5,57924,74185.33796,3.660344853,0.042224151,77.95777585
430.073434,375996.8,92721.75665,-6,1,2,4,56160,148690.0323,2.528729023,0.101118134,-5.898881866
54.1430375,305854.7,39316.79722,-47,1,2,7,63216,94510.42132,3.236200788,0.012229733,-46.98777027
78.2605,58766.29,24720.02981,60,0,1,5,64288,79581.58138,0.738440843,0.403176504,59.5968235
357.7195015,626306.04,64352.98698,-32,1,2,3,63810,123198.2611,5.083724675,0.03272521,-31.96727479
187.733863,257525.92,35051.5379,74,0,1,5,57910,75506.12472,3.410662657,0.047781888,73.95221811
171.215318,230155.6,7915.599032,14,1,1,5,64123,71829.00276,3.204215444,0.051901616,13.94809838
29.753812,724913.6,61108.4071,-18,1,2,5,55415,115092.2568,6.298543622,0.00235208,-17.99764792
62.1645245,407787.28,47954.62619,-52,1,2,4,59261,96492.14477,4.226118934,0.008734935,-51.99126507
51.7061995,341253.2,19409.51495,60,1,1,6,62499,74134.5368,4.603160885,0.008682386,59.99131761
17.9284445,238049.92,15858.4395,-57,0,2,7,55873,65866.88412,3.614106287,0.00466028,-56.99533972
621.645246,565512.8,56192.04488,-9,0,2,3,57891,113731.443,4.972352279,0.062983249,-8.937016751
205.846088,167132.16,58418.32406,31,1,1,3,64971,118914.6044,1.405480519,0.195899318,30.80410068
65.0942485,461456.52,79566.94168,74,0,1,5,63903,114967.3189,4.013806047,0.008082914,73.99191709
